titel,kategori,url,combined_text
Molekylaerbiologi og molekylaermedicin,"Biologi, geografi, geologi mv.",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/biologigeografigeologimv/molekylaerbiologi-og-molekylaermedicin,"Molekylaerbiologi og molekylaermedicin.Biologi, geografi, geologi mv..Du lærer at forstå livets byggesten som DNA, RNA og proteiner og undersøge, hvordan de styrer liv og sygdom. Uddannelsen i molekylærbiologi og molekylærmedicin er tværfaglig, og du har både biologiske, kemiske og medicinske fag. Bacheloruddannelsen giver dig adgang til en kandidatuddannelse. Som færdiguddannet vil du have jobmuligheder inden for bioteknologi-, fødevare- og medicinalindustrien, eller på hospitaler..Undervisningen veksler mellem laboratorieøvelser, forelæsninger, holdundervisning og projektarbejde, og du lærer at arbejde eksperimentelt. Du kan bl.a. søge ind på følgende kandidatuddannelser: Molekylærbiologi Molekylær ernæring og fødevareteknologi Molekylær medicin Bioinformatik Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Uddannelsen giver dig fremtidige jobmuligheder inden for bioteknologi-, fødevare- og medicinalindustrien, eller på hospitaler. Arbejdsområder Naturvidenskabeligt arbejde Vigtige pointer: Du lærer at forstå livets byggesten som DNA, RNA og proteiner og undersøge, hvordan de styrer liv og sygdom. du lærer at arbejde eksperimentelt."
Naturressourcer,"Biologi, geografi, geologi mv.",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/biologigeografigeologimv/naturressourcer,"Naturressourcer.Biologi, geografi, geologi mv..Uddannelsen har fokus på bæredygtighed, og du lærer om de konsekvenser, som menneskets brug af naturens biologiske ressourcer har for natur og samfund. Uddannelsen kombinerer anvendt biologi med samfundsvidenskabelige perspektiver. Du får bl.a. mulighed for at lære om tekniske og biologiske aspekter inden for bæredygtig planteproduktion og miljøforvaltning. Efter bacheloruddannelsen kan du fortsætte på en kandidatuddannelse inden for agronomi, naturforvaltning, miljøvidenskab eller miljøøkonomi. Som færdiguddannet vil du have jobmuligheder inden for bl.a. natur- og miljøforvaltning, rådgivning, undervisning og forskning..Undervisningen veksler mellem forelæsninger, øvelser, ekskursioner og projektarbejde. Du arbejder også meget i laboratoriet med relevante og aktuelle cases eller projekter. Environment and Development Agronomi Biotechnology Jobmuligheder Du vil som færdiguddannet have jobmuligheder inden for udvikling og forskning i landbrugssektoren, fødevareindustrien eller i biotek- og medicinalvirksomheder. Eller du kan få job som rådgiver i Landbrugets Rådgivningstjeneste, i et ingeniørfirma, i den finansielle branche eller i internationale udviklingsorganisationer. Andre arbejder som konsulenter i kommuner, regioner, ministerier og styrelser eller i private organisationer inden for eksempelvis miljøbeskyttelse. Arbejdsområder Naturvidenskabeligt arbejde Jordbrug, miljø og grøn forvaltning Vigtige pointer: du lærer om de konsekvenser, som menneskets brug af naturens biologiske ressourcer har for natur og samfund. Du får bl.a. mulighed for at lære om tekniske og biologiske aspekter inden for bæredygtig planteproduktion og miljøforvaltning."
Plante og foedevarevidenskab,"Biologi, geografi, geologi mv.",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/biologigeografigeologimv/plante-og-foedevarevidenskab,"Plante og foedevarevidenskab.Biologi, geografi, geologi mv..På uddannelsen lærer du, hvordan planter kan bruges til at lave fødevarer, foder og energi på en måde, der tager hensyn til miljø og klima. Du lærer om fremtidens fødevareproduktion, der vil være mere plantebaseret. Du bliver klogere på fx produktion af afgrøder, kvalitet og miljø. Som kandidat vil du fx kunne få job inden for udvikling af fødevarer, landbrugsrådgivning, miljøforvaltning eller forskning..Undervisningen er projektbaseret og praksisorienteret og foregår bl.a. gennem forelæsninger og gruppearbejde. Mulige kandidatuddannelser Plant Science på Aarhus Universitet (udbydes fra efteråret 2027) Molecular Nutrition and Food Technology på Aarhus Universitet (kræver specialisering i fødevarevidenskab) Agriculture på Københavns Universitet Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Uddannelsen giver dig som færdiguddannet mulighed for at arbejde med grøn omstilling og bæredygtige fødevarer, foderstoffer og energi både i offentlige og private organisationer. Arbejdsområder Naturvidenskabeligt arbejde Jordbrug, miljø og grøn forvaltning Rådgivning inden for landbrug, skovbrug og gartneri Vigtige pointer: Du lærer om fremtidens fødevareproduktion, der vil være mere plantebaseret."
Biokemi,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/biokemi,"Biokemi.Matematik, fysik, kemi og datalogi.Biokemi handler om at se det store i det små, fx på det molekylære plan. Du lærer om kemien bag levende organismers stofskifte, energiomsætning og immunforsvar. Uddannelsen kombinerer kemi, biologi og medicin. Du får således en bred viden om bl.a. molekylærbiologi, proteinkemi og genetik og vil kunne være med til at løse kræftens gåde, udvikle ny medicin eller biokemiske produkter. Biokemi Bioinformatik Biologi Molekylær biomedicin Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Dine fremtidige jobmuligheder vil være inden for den offentlige sektor, i bioteknologiske virksomheder eller i medicinalindustrien. Arbejdsområder Naturvidenskabeligt arbejde Vigtige pointer: Du lærer om kemien bag levende organismers stofskifte, energiomsætning og immunforsvar. Du får således en bred viden om bl.a. molekylærbiologi, proteinkemi og genetik og vil kunne være med til at løse kræftens gåde, udvikle ny medicin eller biokemiske produkter."
Datalogi,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/datalogi,"Datalogi.Matematik, fysik, kemi og datalogi.Som datalog designer og udvikler du de it-systemer, som danner grundlag for uundværlige funktioner for mennesker, virksomheder og samfund. Du lærer at analysere og løse komplekse problemer i forbindelse med it. Det sker med redskabsfag som fx programmering og matematik, der er basis for at kunne arbejde med fx algoritmer og datastrukturer. Uddannelsen forudsætter ikke, at du i forvejen kan programmere. Sprog Datalogi Bioinformatics IT and Cognition Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet vil du have jobmuligheder i private it-virksomheder eller med it-funktioner i offentlige institutioner. Arbejdsområder Systemudvikling, programmering og design Drift, support og netværk Få mere at vide Oversigt over de forskellige it-uddannelser på universiteterne Vigtige pointer: Du lærer at analysere og løse komplekse problemer i forbindelse med it."
Datalogi oekonomi,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/datalogi-oekonomi,"Datalogi oekonomi.Matematik, fysik, kemi og datalogi.Uddannelsen kombinerer datalogi, økonomi og matematik, og du lærer at modellere løsningsforslag på komplekse økonomiske problemstillinger. Uddannelsen giver dig værktøjer og kompetencer inden for datalogi, økonomi og matematik og bygger bro mellem fagene. På baggrund af massive datamængder lærer du at modellere problemstillinger og løsningsforslag i krydsfeltet mellem de tre fagområder, eksempelvis inden for klimaområdet eller finanssektoren. Uddannelsen forudsætter ikke, at du i forvejen kan programmere. Du kan bl.a. komme ind på følgende kandidatuddannelser: Datalogi Økonomi Bemærk: Der findes íkke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet vil du have jobmuligheder i både det private erhvervsliv og den offentlige sektor, hvor du kan kan løse opgaver inden for finanssektoren, konsulentvirksomheder, it-branchen, ministerier eller større internationale virksomheder. Jobmulighederne kan være i såvel Danmark som i udlandet. Du vil også kunne blive forsker eller underviser eller starte egen virksomhed. Arbejdsområder Systemudvikling, programmering og design Få mere at vide Oversigt over de forskellige it-uddannelser på universiteterne Vigtige pointer: du lærer at modellere løsningsforslag på komplekse økonomiske problemstillinger."
Datavidenskab,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/datavidenskab,"Datavidenskab.Matematik, fysik, kemi og datalogi.Du lærer at håndtere, organisere og analysere store datamængder med bl.a. statistik, programmering og machine learning. Du lærer at bruge matematik, statistik, programmering og machine learning til at analysere store datamængder og udlede viden, der understøtter beslutninger. Uddannelsen kombinerer teori og praksis inden for dataanalyse, databaser og datavisualisering. Efter bacheloruddannelsen kan du fortsætte på en kandidatuddannelse. Som færdiguddannet vil du have jobmuligheder i såvel private som offentlige virksomheder og institutioner, fx dataanalytiker eller Business Intelligence-konsulent..Undervisningen veksler mellem holdundervisning, forelæsninger, projektarbejde og øvelser. Data Science Bioinformatik Datalogi Bemærk: Der findes íkke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet vil du have jobmuligheder i både den private og den offentlige sektor. Her vil du kunne arbejde i såvel traditionelle it-organisationer som inden for business intelligence, logistik, produktion, revision, handel med energi, detailhandel, forsikring, sundhed, biotech, farmakologi og konsulentbranchen mv. Du vil kunne arbejde med håndtering af store datamængder som eksempelvis dataanalytiker, Machine Learning specialist, Business Intelligence konsulent eller finansiel analytiker. Arbejdsområder Systemudvikling, programmering og design Drift, support og netværk Få mere at vide Oversigt over de forskellige it-uddannelser på universiteterne Vigtige pointer: Du lærer at håndtere, organisere og analysere store datamængder med bl.a. statistik, programmering og machine learning. Du lærer at bruge matematik, statistik, programmering og machine learning til at analysere store datamængder og udlede viden, der understøtter beslutninger."
Datavidenskab og machine learning,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/https%3A//www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/datavidenskab-og-machine-learning,"Datavidenskab og machine learning.Matematik, fysik, kemi og datalogi.Du lærer at håndtere, analysere og uddrage viden fra store datamængder og omsætte den til brugbare løsninger. Du får bl.a. viden om programmering og AI. Du får indsigt i de nyeste metoder inden for datahåndtering, programmering, kunstig intelligens (AI) og maskinlæring, som gør det muligt for computere at genkende mønstre og fx diagnosticere sygdomme og styre selvkørende biler. Efter bacheloruddannelsen kan du søge optagelse på en kandidatuddannelse..Undervisningen omfatter holdundervisning, forelæsninger, gruppearbejde og semesterprojekter. Udlandsophold Du har mulighed for at komme på udveksling under uddannelsen. Datalogi Bioinformatik Computer Science (IT) Bemærk: Der findes íkke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet vil du have jobmuligheder i både det private erhvervsliv og den offentlige sektor, hvor du kan løse opgaver inden for analyse og håndtering af samfundets voksende datamængder i sundhedssektoren, it-branchen eller som ingeniør. Du har fx mulighed for at arbejde i it-virksomheder og være med til at forme udviklingen af kunstig intelligens. Arbejdsområder Systemudvikling, programmering og design Få mere at vide Se oversigt over it-uddannelser på universiteterne (futurepeople.dk) Vigtige pointer: Du lærer at håndtere, analysere og uddrage viden fra store datamængder og omsætte den til brugbare løsninger. Du får bl.a. viden om programmering og AI. Du får indsigt i de nyeste metoder inden for datahåndtering, programmering, kunstig intelligens (AI) og maskinlæring, som gør det muligt for computere at genkende mønstre og fx diagnosticere sygdomme og styre selvkørende biler."
Digital design og interaktive teknologier,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/digital-design-og-interaktive-teknologier,"Digital design og interaktive teknologier.Matematik, fysik, kemi og datalogi.Med kombinationen af design, teknologi og samfundsforståelse giver uddannelsen dig kompetencer til at designe digitale teknologier ud fra et kritisk perspektiv. På uddannelsen lærer du at gå kritisk til digital teknologi og forstå, hvordan forskellige designprodukter bruges i samfundet. Du lærer at bygge dine egne prototyper og forstå etiske konsekvenser af dine designvalg. Efter bacheloruddannelsen kan du fortsætte på en kandidatuddannelse. Som færdiguddannet kan du bl.a. arbejde som interaktionsdesigner, udvikler af digitale services eller informationsarkitekt..Undervisningen veksler mellem forelæsninger, praktiske øvelser og projektarbejde. Udlandsophold Uddannelsen samarbejder med andre internationale universiteter, hvor du kan tilbringe et semester i løbet af uddannelsen. Digital design og interaktive teknologier Jobmuligheder Alt efter, hvad du har specialiseret dig i, kan du som færdiguddannet søge job som fx interaktionsdesigner, usabilitykonsulent, informationsarkitekt eller projektkoordinator. Arbejdsområder Systemudvikling,-programmering og design Tværgående it-arbejde Få mere at vide Se oversigt over it-uddannelser på universiteterne (futurepeople.dk) Vigtige pointer: Du lærer at bygge dine egne prototyper og forstå etiske konsekvenser af dine designvalg."
Forsikringsmatematik,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/forsikringsmatematik,"Forsikringsmatematik.Matematik, fysik, kemi og datalogi.I forsikringsmatematik lærer du at bruge matematik og statistik på et højt teoretisk niveau i forbindelse med forsikringer af enhver art, fx livsforsikring. Forsikringsmatematikere arbejder med en kombination af tal, jura og menneskers ve og vel. Du får en teoretisk baggrund for bl.a. at kunne analysere og beregne diverse risikofaktorer - en forudsætning for at kunne tegne en forsikring for enkeltpersoner eller virksomheder. Actuarial Mathematics Statistik Bemærk: Der findes ikke en samlet liste over mulige kandidatuddannelser. Jobmuligheder Bacheloruddannelsen giver dig fremtidige muligheder for at arbejde inden for bl.a. forsikringsbranchen, i finanssektoren eller inden for den offentlige sektor. Vælger du at tage kandidatuddannelsen i forsikringsmatematik vil du typisk få job i forsikringsselskaber og andre virksomheder i finanssektoren. Det kan fx være i banker, pensionskasser eller inden for offentlig administration. Arbejdsområder Økonomi og revision Naturvidenskabeligt arbejde Vigtige pointer: Du får en teoretisk baggrund for bl.a. at kunne analysere og beregne diverse risikofaktorer - en forudsætning for at kunne tegne en forsikring for enkeltpersoner eller virksomheder."
Fysik,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/fysik,"Fysik.Matematik, fysik, kemi og datalogi.Du undersøger naturens fænomener gennem observationer og eksperimenter, og du lærer at forklare og analysere dem ved hjælp af matematik og computersimuleringer. Uddannelsen giver dig forståelse for de love, der styrer universet, og analytiske færdigheder til at løse problemer inden for alt fra klimaændringer til kvantecomputere. Du kommer til at arbejde med fx relativitetsteori, kvantefysik og elektromagnetisme. Fysikstudiet består af både teori og eksperimentelt arbejde. Sprog Kandidatuddannelsen i fysik Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Dine fremtidige jobmuligheder kan fx være i højteknologiske virksomheder, på universiteter, på hospitaler, i it- og finansvirksomheder og inden for undervisningssektoren. Nogle job kræver en efteruddannelse, fx hospitalsfysiker. Pædagogikum Fysik er et gymnasie- og hf-fag. Kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. Læs mere i UG-artiklen: Pædagogikum ved de gymnasiale uddannelser Arbejdsområder Naturvidenskabeligt arbejde Undervisning på gymnasier, seminarier, højskoler mv. Vigtige pointer: du lærer at forklare og analysere dem ved hjælp af matematik og computersimuleringer. Du kommer til at arbejde med fx relativitetsteori, kvantefysik og elektromagnetisme."
Global business informatics,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/global-business-informatics,"Global business informatics.Matematik, fysik, kemi og datalogi.Uddannelsen har fokus på, hvordan digitale teknologier kan fremme samarbejde mellem mennesker på tværs af virksomheder og kontinenter. Ud fra et tværfagligt perspektiv lærer du om brugen af digitale teknologier i organisatoriske og samfundsmæssige rammer. Du lærer også om bæredygtig udvikling i private og offentlige organisationer og ngo’er. Efter bacheloruddannelsen kan du fortsætte på en kandidatuddannelse. Som færdiguddannet kan du fx arbejde som automatiseringskonsulent, forretningsudvikler eller procesanalytiker..Undervisningen veksler mellem kurser, øvelsestimer og projektarbejde. Projektarbejdet finder ofte sted i samarbejde med eksterne virksomheder. Sprog Al undervisning foregår på engelsk. Digital Innovation and Management Jobmuligheder Som færdiguddannet vil du have muligheder for job som eksempelvis automatiseringskonsulent, forretningsudvikler, business analyst, procesanalytiker eller projektkoordinator – alt afhængigt af, hvad du specialiserer dig i. Arbejdsområder Systemudvikling, programmering og design Tværgående it-arbejde Få mere at vide Se oversigt over it-uddannelser på universiteterne (futurepeople.dk) Vigtige pointer: Du lærer også om bæredygtig udvikling i private og offentlige organisationer og ngo’er."
Informatik,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/informatik,"Informatik.Matematik, fysik, kemi og datalogi.På informatik arbejder du med design af it-systemer, der har mennesket og brugeren i centrum. Du lærer på uddannelsen at designe, tilpasse og implementere it-systemer, der bedst muligt løser den konkrete opgave og de konkrete krav, der stilles. Du bliver både i stand til at tale om det tekniske design med programmørerne og til at forstå, hvad brugeren af it-systemet egentlig har brug for. Du bliver som sådan bindeled mellem programmører og de mennesker, der skal bruge it-systemerne. Bacheloruddannelsen giver adgang til en kandidatuddannelse. Du vil som færdiguddannet bl.a. have jobmuligheder i it-branchen inden for design-, udviklings- og evalueringsopgaver..Undervisningen veksler mellem forelæsninger, øvelser og projektarbejde, hvor du arbejder i grupper omkring en afgrænset problemstilling. Digital Transformation Bemærk: Der findes ikke en samlet liste over mulige kandidatuddannelser. Jobmuligheder Uddannelsen giver dig fremtidige jobmuligheder i it-branchen både i det offentlige og på det private arbejdsmarked. Du vil komme til at arbejde med it-orienterede design-, udviklings- og evalueringsopgaver. Arbejdsområder Systemudvikling, programmering og design Journalistik, skribent- og mediearbejde Få mere at vide Se oversigt over it-uddannelser på universiteterne (futurepeople.dk) Vigtige pointer: Du lærer på uddannelsen at designe, tilpasse og implementere it-systemer, der bedst muligt løser den konkrete opgave og de konkrete krav, der stilles."
Informationsteknologi,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/informationsteknologi,"Informationsteknologi.Matematik, fysik, kemi og datalogi.Uddannelsen i informationsteknologi kombinerer teknologi, kommunikation og forretningsudvikling. Du lærer både om programmering og om, hvordan man kommunikerer med kunderne om deres ønsker og behov i udviklingen af digitale produkter og services. Du vil efterfølgende typisk have jobmuligheder i it-branchen, hvor du vil kunne arbejde med bl.a. softwareudvikling, digital organisations- og forretningsudvikling, it-projektledelse eller digital kommunikation..Undervisningen veksler mellem forelæsninger, individuelt arbejde, gruppearbejde og problemorienteret projektarbejde. Praktik Der er mulighed for praktikforløb i både danske og udenlandske virksomheder. Informationsvidenskab Interaktive digitale medier It-ledelse Bemærk: Der findes íkke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Du vil have fremtidige jobmuligheder i it-branchen, hvor du vil kunne arbejde med bl.a. softwareudvikling, forretningssystemer, software til mobiltelefoner eller udvikling af administrative systemer. Arbejdsområder Systemudvikling, programmering og design Få mere at vide Se oversigt over it-uddannelser på universiteterne (futurepeople.dk) Vigtige pointer: Du lærer både om programmering og om, hvordan man kommunikerer med kunderne om deres ønsker og behov i udviklingen af digitale produkter og services."
It produktudvikling,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/it-produktudvikling,"It produktudvikling.Matematik, fysik, kemi og datalogi.Du lærer at designe, udvikle og bygge produkter og it-systemer. Du lærer også at udvikle koncepter, eksperimentere og lave undersøgelser og brugerevaluering. Uddannelsen tager udgangspunkt i de tekniske discipliner i informationsteknologien. Gennem kurser i bl.a. softwareudvikling og produktdesign samt metoder for brugerinddragelse og interaktionsdesign lærer du at bruge teorierne inden for feltet og udvikle dit bud på fremtidens smarte produkter på et forskningsbaseret grundlag. Efter bacheloruddannelsen kan du fortsætte på en kandidatuddannelse. Du vil som færdiguddannet have jobmuligheder inden for konceptudvikling, design, programmering og digital produktudvikling i mange forskellige brancher..Undervisningen omfatter forelæsninger og øvelser på mindre hold. Din læsegruppe er en vigtig del af studiet, og gruppearbejde fylder meget i hverdagen. I mange af kurserne får du fast arbejdsplads i et af instituttets undervisningslaboratorier. It-produktudvikling It, kommunikation og organisation Dine konkrete muligheder afhænger af bacheloruddannelsens sammensætning. Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Du vil som færdiguddannet have jobmuligheder inden for it-branchen, hvor du kan komme til at arbejde som eksempelvis produktudvikler, interaktionsdesigner, design process manager eller softwareudvikler. Arbejdsområder Systemudvikling, programmering og design Få mere at vide Se oversigt over it-uddannelser på universiteterne (futurepeople.dk) Vigtige pointer: Du lærer at designe, udvikle og bygge produkter og it-systemer. Du lærer også at udvikle koncepter, eksperimentere og lave undersøgelser og brugerevaluering."
Kemi,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/kemi,"Kemi.Matematik, fysik, kemi og datalogi.Kemiske stoffer, både naturlige og kunstige, er overalt i din hverdag - i lægemidler, batterier, elektronik, kosmetik, mad, tekstiler og legetøj. Udvikling af nye materialer eller medicin kræver viden om kemi, og gennemførelse af den grønne omstilling af samfundet kræver tilsvarende. Uddannelsen i kemi kvalificerer dig til at udvikle nye lægemidler, energikilder og materialer og til at analysere, hvordan kemiske stoffer påvirker miljø og mennesker. Du har mulighed for at specialisere dig inden for flere områder af kemien, fx i organisk syntese, uorganisk kemi, fysisk kemi og beregningskemi. Sprog Kemi Bioteknologi Medicinalkemi Nanoscience Chemical Biology Dine konkrete muligheder afhænger af bacheloruddannelsens sammensætning. Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet vil du bl.a. have jobmuligheder inden for udviklings-, rådgivnings-, formidlings- og salgsfunktioner i både den private og den offentlige sektor. Pædagogikum Kemi er et gymnasie- og hf-fag. Kombinerer du faget med et andet gymnasiefag, kan du efterfølgende søge pædagogikum og få undervisningskompetence til gymnasiet. Læs mere i UG-artiklen: Pædagogikum ved de gymnasiale uddannelser Arbejdsområder Naturvidenskabeligt arbejde Undervisning på gymnasier, seminarier, højskoler mv."
Kunstig intelligens,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/kunstig-intelligens,"Kunstig intelligens.Matematik, fysik, kemi og datalogi.På uddannelsen lærer du, hvordan man bruger kunstig intelligens til at løse forskellige opgaver og problemer. Du får viden om kunstig intelligens (AI, Artificial Intelligence), fx robotteknologi, og du bliver undervist i, hvordan man arbejder med viden, information og software. Som færdiguddannet har du jobmuligheder i fx it- og teknologivirksomheder, produktionsvirksomheder, medicinalindustrien eller finanssektoren..Undervisningen består af kurser, forelæsninger og øvelser. Projektopgaver På uddannelsen møder du folk fra forskellige virksomheder, som bruger kunstig intelligens, og du vil komme til at samarbejde med dem om projektopgaver. Udlandsophold Der er mulighed for udlandsophold på tredje år af bacheloruddannelsen. Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Som færdiguddannet har du jobmuligheder i private it- og teknologivirksomheder, finans- og produktionsvirksomheder, robotbranchen eller medicinalindustrien. Du kan arbejde som fx dataanalytiker, forretningsanalytiker eller softwareudvikler. Arbejdsområder Systemudvikling, programmering og design Drift, support og netværk Vigtige pointer: Du får viden om kunstig intelligens (AI, Artificial Intelligence), fx robotteknologi, og du bliver undervist i, hvordan man arbejder med viden, information og software."
Matematik,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/matematik,"Matematik.Matematik, fysik, kemi og datalogi.Matematik er et teoretisk fag, hvor du lærer at løse problemer ved hjælp af abstraktion, ræsonnementer og logisk tænkning. Uddannelsen lærer dig at tænke kreativt og abstrakt gennem studiet af de matematiske kerneområder. Du lærer fx om abstrakt algebra og matematisk modellering med differentialligninger. Du vil have fremtidige jobmuligheder inden for flere forskellige områder, der arbejder med fx statistik, økonomi og undervisning. Det kan fx være i banker og it-virksomheder eller offentlige institutioner inden for biologi og/eller medicin..Undervisningen veksler mellem forelæsninger, øvelser og projektarbejde, som ofte vil foregå i grupper. Sprog Matematik Statistik Bemærk: Der findes ikke en samlet oversigt over mulige kandidatuddannelser. Jobmuligheder Uddannelsen i matematik giver dig fremtidige jobmuligheder inden for fx statistik eller økonomi i banker, i virksomheder, der arbejder med it og teknologi, i forsikringsselskaber eller i den offentlige sektor. Der vil også være jobmuligheder inden for undervisning. Matematik er et gymnasie- og hf-fag. Kombinerer du faget med et andet gymnasiefag, kan du siden søge pædagogikum og få undervisningskompetence til gymnasiet. Arbejdsområder Naturvidenskabeligt arbejde Undervisning på gymnasier, seminarier, højskoler mv. Vigtige pointer: du lærer at løse problemer ved hjælp af abstraktion, ræsonnementer og logisk tænkning. Du lærer fx om abstrakt algebra og matematisk modellering med differentialligninger."
Matematik oekonomi,"Matematik, fysik, kemi og datalogi",https://www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/matematik-oekonomi,"Matematik oekonomi.Matematik, fysik, kemi og datalogi.Kombinationen af de to fag lærer dig at bruge matematik til at løse konkrete økonomiske udfordringer for virksomheder og hele samfundet. Du lærer gennem tværfaglige fag som mikro- og makroøkonomi, statistik og lineær algebra at forklare og analysere økonomiske problemstillinger fra flere vinkler, og du stifter bekendtskab med anvendt matematik og datalogi. Med en bacheloruddannelse i matematik-økonomi kan du fortsætte med en kandidatuddannelse. Som færdiguddannet kandidat vil du fx have jobmuligheder i banker og finansieringsvirksomheder eller i den offentlige administration og i mange private virksomheder..Undervisningen veksler mellem forelæsninger, holdundervisning og øvelser. Matematik-økonomi Statistik Bemærk: Der findes ikke en samlet liste over mulige kandidatuddannelser. Jobmuligheder Uddannelsen giver dig fremtidige jobmuligheder inden for det økonomiske fagområde i fx banker, finansieringsvirksomheder, offentlig administration og planlægning, konsulentfirmaer eller planlægningsafdelinger i større virksomheder. Arbejdsområder Naturvidenskabeligt arbejde Økonomi og revision Bank og finans Vigtige pointer: Du lærer gennem tværfaglige fag som mikro- og makroøkonomi, statistik og lineær algebra at forklare og analysere økonomiske problemstillinger fra flere vinkler, og du stifter bekendtskab med anvendt matematik og datalogi."
